user_id,interest_data_analysis,interest_ai_ml,interest_software_development,interest_web_development,interest_cloud_infrastructure,interest_business_problem_solving,skill_python,skill_sql,skill_statistics,skill_machine_learning,skill_programming_fundamentals,skill_web_development,skill_cloud,skill_devops,skill_data_visualisation,skill_git,preferred_work_type,preferred_learning_style,career_goal,target_role
U03557,2,2,5,2,2,4,4,2,2,2,5,3,1,1,2,5,System Building,Practical,Exploring Options,Software Engineer
U03558,3,3,5,3,3,3,3,3,2,2,5,4,2,1,2,4,System Building,Practical,Exploring Options,Software Engineer
U03559,1,1,5,2,3,3,3,2,2,1,5,2,1,2,1,5,System Building,Practical,Build Software,Software Engineer
U03560,1,2,5,2,3,2,4,1,2,2,5,4,2,2,1,3,System Building,Project-Based,Exploring Options,Software Engineer
U03561,3,4,5,1,3,4,3,3,1,1,5,2,1,3,1,3,System Building,Project-Based,Build Software,Software Engineer
U03562,3,3,4,3,2,4,4,3,3,3,4,2,3,3,2,5,System Building,Project-Based,Exploring Options,Software Engineer
U03563,1,2,5,3,2,2,2,1,1,1,4,1,1,2,1,4,System Building,Practical,Exploring Options,Software Engineer
U03564,2,3,5,1,3,4,4,3,2,1,5,2,3,1,2,5,System Building,Practical,Build Software,Software Engineer
U03565,2,2,4,3,3,3,4,1,1,1,4,3,2,3,1,3,System Building,Practical,Exploring Options,Software Engineer
U03566,2,3,5,3,3,2,4,1,2,2,4,3,3,2,1,4,System Building,Project-Based,Build Software,Software Engineer
U03567,1,1,5,2,2,3,4,3,2,1,5,3,3,3,1,3,System Building,Practical,Exploring Options,Software Engineer
U03568,2,2,5,4,3,3,3,1,1,3,5,3,2,3,2,3,System Building,Practical,Exploring Options,Software Engineer
U03569,1,1,4,2,2,2,3,2,2,2,5,2,3,3,2,4,System Building,Project-Based,Build Software,Software Engineer
U03570,1,3,4,2,2,4,4,2,1,1,4,4,2,2,1,3,System Building,Practical,Exploring Options,Software Engineer
U03571,1,2,4,2,2,3,4,3,1,2,5,3,1,3,2,4,System Building,Practical,Build Software,Software Engineer
U03572,2,3,5,2,2,4,4,1,1,1,4,4,3,3,2,3,System Building,Project-Based,Build Software,Software Engineer
U03573,3,1,5,4,3,4,2,4,1,2,5,3,2,2,1,3,System Building,Practical,Build Software,Software Engineer
U03574,3,3,4,3,3,4,3,1,2,1,5,3,4,3,1,5,System Building,Practical,Exploring Options,Software Engineer
U03575,2,1,5,3,2,2,3,2,1,2,5,1,2,3,1,4,System Building,Practical,Exploring Options,Software Engineer
U03576,1,2,4,2,2,3,3,2,2,2,5,1,1,1,1,3,System Building,Practical,Build Software,Software Engineer
U03577,2,3,4,3,3,2,4,1,1,1,4,2,2,3,1,5,System Building,Project-Based,Exploring Options,Software Engineer
U03578,1,3,4,4,2,2,3,1,2,1,5,4,1,1,1,3,System Building,Practical,Exploring Options,Software Engineer
U03579,1,3,4,3,3,4,4,1,1,1,5,3,1,2,2,5,System Building,Project-Based,Build Software,Software Engineer
U03580,1,2,4,4,2,3,3,1,1,1,5,3,2,2,2,4,System Building,Project-Based,Build Software,Software Engineer
U03581,2,1,4,2,2,3,3,2,1,2,4,2,3,4,1,4,System Building,Project-Based,Build Software,Software Engineer
U03582,3,1,5,2,2,4,3,1,1,1,4,2,1,2,1,5,System Building,Project-Based,Exploring Options,Software Engineer
U03583,3,3,3,2,3,1,4,1,2,1,5,2,2,3,1,4,System Building,Project-Based,Exploring Options,Software Engineer
U03584,2,2,4,2,2,2,5,1,2,1,4,4,2,3,2,4,System Building,Project-Based,Exploring Options,Software Engineer
U03585,1,3,5,3,3,3,2,2,2,1,5,2,3,2,1,4,System Building,Practical,Build Software,Software Engineer
U03586,1,1,4,3,2,2,5,3,1,1,5,3,3,1,2,3,System Building,Practical,Exploring Options,Software Engineer
U03587,2,1,5,4,2,3,3,1,1,2,5,3,2,2,1,5,System Building,Project-Based,Build Software,Software Engineer
U03588,3,3,5,2,1,2,3,3,1,2,5,3,4,2,2,4,System Building,Project-Based,Build Software,Software Engineer
U03589,2,3,5,2,3,5,4,2,1,2,5,2,2,1,2,5,System Building,Project-Based,Build Software,Software Engineer
U03590,1,1,5,3,2,4,3,1,2,1,5,3,4,1,1,4,System Building,Project-Based,Build Software,Software Engineer
U03591,1,1,4,3,2,4,3,1,2,1,5,3,3,2,1,4,System Building,Practical,Exploring Options,Software Engineer
U03592,1,3,5,3,2,4,2,3,2,1,4,1,2,3,2,4,System Building,Practical,Build Software,Software Engineer
U03593,1,3,5,5,1,3,3,3,2,3,5,3,2,2,1,4,System Building,Project-Based,Build Software,Software Engineer
U03594,3,3,5,4,2,2,3,1,2,2,4,3,2,1,2,5,System Building,Practical,Build Software,Software Engineer
U03595,2,3,4,3,3,4,4,1,1,1,5,3,3,1,2,4,System Building,Project-Based,Exploring Options,Software Engineer
U03596,2,2,5,3,3,3,4,2,2,1,4,2,2,3,1,3,System Building,Project-Based,Build Software,Software Engineer
U03597,3,2,5,3,2,4,4,2,1,1,5,3,3,1,1,3,System Building,Project-Based,Build Software,Software Engineer
U03598,1,1,4,1,2,2,2,1,2,1,4,2,1,1,1,5,System Building,Practical,Exploring Options,Software Engineer
U03599,1,1,5,1,2,4,4,3,1,2,4,3,2,1,1,5,System Building,Practical,Exploring Options,Software Engineer
U03600,2,3,4,2,3,5,4,3,2,1,4,2,3,3,1,5,System Building,Practical,Build Software,Software Engineer
U03601,1,3,5,3,3,3,4,2,2,2,4,3,3,3,3,4,System Building,Project-Based,Build Software,Software Engineer
U03602,2,3,5,4,2,2,4,2,1,2,4,3,1,2,1,4,System Building,Practical,Exploring Options,Software Engineer
U03603,3,3,4,3,3,4,3,2,2,2,5,3,3,3,1,4,System Building,Project-Based,Build Software,Software Engineer
U03604,3,3,4,4,2,3,4,3,2,1,4,3,2,1,2,3,System Building,Practical,Build Software,Software Engineer
U03605,3,3,4,4,3,3,4,1,2,1,3,2,2,1,2,3,System Building,Project-Based,Exploring Options,Software Engineer
U03606,1,2,4,4,2,3,4,2,1,2,4,4,2,1,2,5,System Building,Project-Based,Exploring Options,Software Engineer
U03607,4,3,4,2,3,1,3,2,1,2,5,4,1,3,1,4,System Building,Practical,Exploring Options,Software Engineer
U03608,2,2,5,3,1,4,4,1,2,2,4,3,2,3,1,4,System Building,Project-Based,Exploring Options,Software Engineer
U03609,1,1,5,3,3,4,4,1,1,2,5,4,1,4,1,5,System Building,Practical,Exploring Options,Software Engineer
U03610,1,1,5,2,2,3,3,3,1,2,4,4,2,1,2,5,System Building,Project-Based,Exploring Options,Software Engineer
U03611,2,1,5,4,2,3,3,3,2,1,5,3,2,1,1,5,System Building,Practical,Exploring Options,Software Engineer
U03612,1,1,4,4,3,4,4,2,2,2,4,3,4,2,1,3,System Building,Project-Based,Build Software,Software Engineer
U03613,3,1,5,1,4,2,3,2,1,1,5,3,3,1,1,3,System Building,Project-Based,Exploring Options,Software Engineer
U03614,1,2,4,3,2,2,4,3,2,2,3,3,3,2,2,5,System Building,Practical,Exploring Options,Software Engineer
U03615,1,1,5,3,3,1,4,1,2,1,5,3,2,1,2,5,System Building,Practical,Build Software,Software Engineer
U03616,2,1,5,2,2,2,4,3,2,1,5,1,2,2,1,3,System Building,Practical,Build Software,Software Engineer
U03617,1,1,5,4,4,4,4,3,2,1,4,3,2,2,1,4,System Building,Practical,Exploring Options,Software Engineer
U03618,1,2,4,2,3,3,3,2,2,1,4,4,1,3,1,4,System Building,Project-Based,Build Software,Software Engineer
U03619,3,2,4,2,2,5,3,3,1,1,4,2,1,2,1,3,System Building,Practical,Build Software,Software Engineer
U03620,2,3,4,5,3,3,3,1,1,2,5,2,2,2,2,5,System Building,Project-Based,Exploring Options,Software Engineer
U03621,1,1,5,3,3,3,3,3,2,3,5,2,3,3,2,5,System Building,Project-Based,Exploring Options,Software Engineer
U03622,1,1,5,2,2,2,4,2,3,1,4,1,3,1,2,4,System Building,Practical,Exploring Options,Software Engineer
U03623,2,1,5,4,2,2,5,3,1,2,5,4,2,1,2,3,System Building,Practical,Build Software,Software Engineer
U03624,4,1,4,4,3,3,3,2,1,2,4,3,1,3,3,5,System Building,Practical,Build Software,Software Engineer
U03625,2,1,4,3,3,3,4,1,2,2,4,2,2,1,1,2,System Building,Practical,Build Software,Software Engineer
U03626,2,3,5,2,2,3,4,2,1,1,5,3,1,3,1,2,System Building,Project-Based,Build Software,Software Engineer
U03627,1,1,4,4,3,4,4,2,1,3,5,2,2,2,2,3,System Building,Practical,Exploring Options,Software Engineer
U03628,3,3,5,2,2,3,4,1,1,2,4,2,2,2,2,4,System Building,Project-Based,Build Software,Software Engineer
U03629,2,3,5,4,2,2,5,1,2,1,5,3,1,1,2,3,System Building,Practical,Build Software,Software Engineer
U03630,4,2,5,2,3,4,4,1,2,1,5,2,2,1,1,5,System Building,Practical,Exploring Options,Software Engineer
U03631,2,1,4,2,2,3,3,2,1,1,4,2,4,3,2,3,System Building,Practical,Build Software,Software Engineer
U03632,2,3,4,2,3,4,4,2,2,2,4,3,2,2,2,3,System Building,Project-Based,Exploring Options,Software Engineer
U03633,2,3,4,4,4,2,4,2,2,2,5,1,1,2,1,3,System Building,Practical,Build Software,Software Engineer
U03634,3,1,5,3,3,4,4,2,1,2,5,3,4,1,2,3,System Building,Project-Based,Build Software,Software Engineer
U03635,3,1,4,2,2,4,3,1,1,1,4,3,1,1,2,3,System Building,Practical,Build Software,Software Engineer
U03636,3,3,5,3,4,3,4,2,2,1,5,3,2,2,2,3,System Building,Practical,Build Software,Software Engineer
U03637,1,2,4,3,2,3,5,1,2,3,5,4,1,2,1,3,System Building,Project-Based,Build Software,Software Engineer
U03638,2,2,3,3,2,2,3,2,2,2,5,3,3,1,1,5,System Building,Practical,Exploring Options,Software Engineer
U03639,2,1,5,2,3,4,4,1,1,1,3,2,3,1,1,4,System Building,Practical,Exploring Options,Software Engineer
U03640,1,2,4,3,3,4,3,2,2,2,5,2,1,2,2,5,System Building,Practical,Exploring Options,Software Engineer
U03641,2,2,4,3,2,4,4,3,2,2,4,2,2,3,1,5,System Building,Practical,Build Software,Software Engineer
U03642,3,1,5,2,2,1,3,1,2,2,5,4,2,1,1,5,System Building,Project-Based,Build Software,Software Engineer
U03643,3,3,3,1,2,3,3,2,3,2,5,2,1,1,1,3,System Building,Project-Based,Exploring Options,Software Engineer
U03644,2,2,3,2,2,3,3,3,1,2,5,3,1,1,2,4,System Building,Practical,Build Software,Software Engineer
U03645,2,2,3,3,3,3,3,1,1,1,5,2,3,1,2,3,System Building,Practical,Exploring Options,Software Engineer
U03646,2,3,5,2,2,2,3,2,3,2,3,2,2,1,1,4,System Building,Project-Based,Build Software,Software Engineer
U03647,3,1,5,4,2,5,3,2,2,1,4,1,3,2,2,4,System Building,Project-Based,Build Software,Software Engineer
U03648,3,1,4,4,3,2,3,1,1,1,5,3,3,1,2,4,System Building,Project-Based,Exploring Options,Software Engineer
U03649,1,3,5,3,2,2,3,2,2,1,4,3,2,2,1,4,System Building,Project-Based,Exploring Options,Software Engineer
U03650,2,1,5,4,1,3,4,2,2,1,4,4,2,3,2,3,System Building,Practical,Build Software,Software Engineer
U03651,1,1,5,2,1,2,4,3,1,1,4,3,2,3,2,4,System Building,Practical,Exploring Options,Software Engineer
U03652,1,4,4,4,3,4,2,2,2,1,5,2,2,1,2,5,System Building,Project-Based,Exploring Options,Software Engineer
U03653,1,1,4,4,3,3,4,1,1,1,5,3,4,3,2,4,System Building,Practical,Build Software,Software Engineer
U03654,1,2,5,4,2,4,4,2,2,1,5,3,3,3,3,4,System Building,Practical,Exploring Options,Software Engineer
U03655,2,1,5,2,2,2,2,1,1,1,4,3,2,2,1,2,System Building,Project-Based,Exploring Options,Software Engineer
U03656,2,1,4,4,2,3,4,2,1,2,5,2,3,2,1,3,System Building,Practical,Exploring Options,Software Engineer
U03657,2,1,4,2,3,4,4,3,1,2,4,3,2,1,2,3,System Building,Project-Based,Exploring Options,Software Engineer
U03658,2,2,4,3,3,4,3,3,1,1,3,3,2,3,2,3,System Building,Project-Based,Exploring Options,Software Engineer
U03659,3,1,5,4,3,4,3,1,2,2,5,3,3,3,1,4,System Building,Project-Based,Exploring Options,Software Engineer
U03660,1,3,4,4,2,4,3,2,1,1,4,4,4,1,2,5,System Building,Project-Based,Build Software,Software Engineer
U03661,3,1,5,2,2,3,3,1,2,1,5,3,1,2,1,4,System Building,Project-Based,Build Software,Software Engineer
U03662,2,3,5,3,3,3,2,3,3,2,4,3,1,2,2,4,System Building,Practical,Exploring Options,Software Engineer
U03663,2,1,5,2,3,4,3,1,1,2,4,4,3,2,2,5,System Building,Practical,Exploring Options,Software Engineer
U03664,2,2,4,3,2,3,3,3,1,2,5,2,3,3,2,3,System Building,Practical,Exploring Options,Software Engineer
U03665,2,1,4,4,3,2,2,3,1,1,5,3,1,2,2,2,System Building,Project-Based,Exploring Options,Software Engineer
U03666,1,1,5,3,2,2,4,2,1,2,4,3,2,3,2,4,System Building,Practical,Build Software,Software Engineer
U03667,2,1,5,2,2,4,4,2,1,1,4,2,3,3,2,3,System Building,Project-Based,Exploring Options,Software Engineer
U03668,2,2,5,4,3,2,3,3,1,2,5,2,3,2,2,4,System Building,Practical,Exploring Options,Software Engineer
U03669,1,3,5,4,2,3,3,2,1,3,4,3,2,2,1,5,System Building,Practical,Exploring Options,Software Engineer
U03670,1,2,5,4,2,4,3,3,1,2,5,4,2,1,2,3,System Building,Practical,Build Software,Software Engineer
U03671,1,1,4,3,3,2,3,2,1,3,5,3,4,3,2,3,System Building,Project-Based,Build Software,Software Engineer
U03672,2,2,5,2,2,2,2,4,2,2,5,2,2,1,1,5,System Building,Project-Based,Build Software,Software Engineer
U03673,2,1,5,4,3,3,3,1,2,1,5,3,3,2,1,5,System Building,Project-Based,Exploring Options,Software Engineer
U03674,3,2,4,2,2,4,3,2,1,3,4,2,2,2,1,4,System Building,Project-Based,Exploring Options,Software Engineer
U03675,2,3,4,3,3,2,4,3,1,1,4,2,3,1,1,3,System Building,Project-Based,Build Software,Software Engineer
U03676,1,1,5,2,3,4,3,2,2,1,5,2,3,2,2,3,System Building,Practical,Build Software,Software Engineer
U03677,3,1,5,4,2,4,4,2,1,1,5,3,3,3,2,5,System Building,Project-Based,Build Software,Software Engineer
U03678,3,3,5,4,2,4,4,1,2,2,4,4,3,2,1,4,System Building,Practical,Exploring Options,Software Engineer
U03679,1,1,4,4,4,4,4,2,2,1,5,2,3,3,2,5,System Building,Project-Based,Build Software,Software Engineer
U03680,1,3,4,2,2,4,3,2,2,1,4,3,3,2,1,4,System Building,Project-Based,Exploring Options,Software Engineer
U03681,1,2,5,4,3,4,3,1,1,1,5,4,2,3,2,4,System Building,Project-Based,Build Software,Software Engineer
U03682,2,2,4,3,4,5,3,3,1,2,4,2,1,2,2,4,System Building,Project-Based,Exploring Options,Software Engineer
U03683,2,2,4,4,2,4,3,1,2,2,4,1,1,1,2,4,System Building,Project-Based,Exploring Options,Software Engineer
U03684,2,3,5,2,3,2,4,1,1,1,4,4,1,1,1,4,System Building,Project-Based,Build Software,Software Engineer
U03685,1,3,5,2,3,1,3,1,2,1,5,3,3,3,1,4,System Building,Project-Based,Build Software,Software Engineer
U03686,3,1,5,4,3,2,3,3,2,2,5,1,2,2,2,4,System Building,Practical,Exploring Options,Software Engineer
U03687,3,2,5,4,2,4,4,2,2,1,5,2,3,2,2,4,System Building,Project-Based,Exploring Options,Software Engineer
U03688,3,3,5,1,4,3,4,1,1,2,4,2,2,2,3,4,System Building,Project-Based,Build Software,Software Engineer
U03689,2,3,4,4,2,2,3,2,2,1,5,3,1,1,2,4,System Building,Practical,Exploring Options,Software Engineer
U03690,2,1,3,2,2,3,3,3,1,1,4,2,1,2,1,5,System Building,Practical,Exploring Options,Software Engineer
U03691,2,2,5,4,2,3,4,2,1,1,5,3,3,1,2,3,System Building,Project-Based,Build Software,Software Engineer
U03692,1,3,4,3,2,3,3,3,1,1,4,3,3,3,2,3,System Building,Project-Based,Exploring Options,Software Engineer
U03693,1,3,5,3,1,4,3,3,1,2,4,3,2,3,1,5,System Building,Project-Based,Build Software,Software Engineer
U03694,1,2,5,2,3,2,2,2,2,1,4,3,3,3,1,3,System Building,Practical,Build Software,Software Engineer
U03695,1,2,4,2,3,2,3,2,1,1,4,3,2,1,2,5,System Building,Project-Based,Exploring Options,Software Engineer
U03696,2,2,5,2,2,4,4,3,1,2,4,3,2,2,1,4,System Building,Project-Based,Exploring Options,Software Engineer
U03697,2,3,4,3,2,2,3,2,2,2,5,2,2,2,1,4,System Building,Project-Based,Build Software,Software Engineer
U03698,2,1,4,2,3,4,4,3,1,3,4,1,3,1,1,4,System Building,Practical,Build Software,Software Engineer
U03699,2,3,4,4,2,2,4,1,1,1,4,2,1,3,2,4,System Building,Practical,Build Software,Software Engineer
U03700,2,2,5,2,3,4,2,3,1,1,4,3,2,4,2,4,System Building,Practical,Exploring Options,Software Engineer
U03701,3,3,4,2,2,3,4,1,1,1,4,2,2,3,1,4,System Building,Project-Based,Exploring Options,Software Engineer
U03702,3,2,4,2,2,4,3,2,3,1,4,4,2,3,2,4,System Building,Project-Based,Exploring Options,Software Engineer
U03703,2,3,5,3,3,4,3,2,1,1,5,2,1,3,2,4,System Building,Project-Based,Build Software,Software Engineer
U03704,1,1,5,2,2,2,4,1,2,1,4,4,2,2,2,5,System Building,Practical,Exploring Options,Software Engineer
U03705,2,1,4,4,1,3,4,2,1,1,5,3,3,2,2,3,System Building,Project-Based,Build Software,Software Engineer
U03706,1,1,5,4,4,3,4,2,3,1,4,3,3,1,2,5,System Building,Practical,Build Software,Software Engineer
U03707,3,2,5,3,3,3,3,2,2,2,4,3,3,1,2,4,System Building,Practical,Build Software,Software Engineer
U03708,3,1,3,4,3,2,3,3,1,2,4,3,3,3,1,4,System Building,Practical,Build Software,Software Engineer
U03709,1,3,4,2,1,3,3,3,1,2,4,4,2,1,1,4,System Building,Practical,Build Software,Software Engineer
U03710,1,1,3,4,3,4,3,3,1,1,5,2,2,2,1,3,System Building,Practical,Exploring Options,Software Engineer
U03711,3,2,5,2,2,4,2,2,1,2,4,3,1,2,1,4,System Building,Practical,Build Software,Software Engineer
U03712,2,1,5,4,2,4,4,1,1,2,4,2,2,2,2,5,System Building,Project-Based,Build Software,Software Engineer
U03713,3,2,3,3,2,1,3,3,1,2,4,3,2,1,1,3,System Building,Project-Based,Build Software,Software Engineer
U03714,3,2,4,4,2,4,4,2,1,1,5,2,2,2,1,3,System Building,Project-Based,Build Software,Software Engineer
U03715,2,2,3,3,2,2,3,2,2,2,5,3,3,1,2,4,System Building,Project-Based,Exploring Options,Software Engineer
U03716,2,1,4,4,3,2,4,2,2,1,5,2,2,2,1,5,System Building,Project-Based,Exploring Options,Software Engineer
U03717,3,1,4,2,3,4,4,3,1,1,3,2,2,2,2,5,System Building,Practical,Build Software,Software Engineer
U03718,2,1,4,1,2,3,4,2,1,1,5,4,2,3,3,3,System Building,Practical,Build Software,Software Engineer
U03719,2,2,5,2,3,3,3,2,1,1,4,1,3,1,1,5,System Building,Project-Based,Build Software,Software Engineer
U03720,1,2,5,4,2,3,3,1,1,1,5,3,3,3,2,4,System Building,Project-Based,Exploring Options,Software Engineer
U03721,3,3,3,2,2,4,3,4,1,2,5,3,1,3,1,5,System Building,Project-Based,Exploring Options,Software Engineer
U03722,1,2,4,3,1,4,3,2,2,2,5,2,3,2,1,3,System Building,Project-Based,Exploring Options,Software Engineer
U03723,1,2,4,3,3,2,4,1,1,3,5,2,1,3,2,5,System Building,Project-Based,Exploring Options,Software Engineer
U03724,3,2,5,3,2,2,4,3,1,1,4,4,2,3,3,3,System Building,Practical,Exploring Options,Software Engineer
U03725,3,3,4,3,3,2,3,3,1,2,4,2,2,3,1,4,System Building,Project-Based,Exploring Options,Software Engineer
U03726,2,3,5,4,3,5,3,3,1,2,5,3,3,1,1,3,System Building,Practical,Build Software,Software Engineer
U03727,3,1,4,2,2,4,3,1,2,2,4,3,2,3,1,3,System Building,Project-Based,Exploring Options,Software Engineer
U03728,4,3,4,2,4,5,3,2,2,2,5,2,2,3,1,3,System Building,Project-Based,Build Software,Software Engineer
U03729,1,1,4,3,2,2,3,1,1,2,5,1,2,3,1,5,System Building,Project-Based,Exploring Options,Software Engineer
U03730,3,2,4,2,3,2,3,1,2,2,5,4,4,1,2,5,System Building,Practical,Build Software,Software Engineer
U03731,1,1,5,2,2,4,3,1,1,1,4,2,2,1,2,3,System Building,Project-Based,Exploring Options,Software Engineer
U03732,1,2,5,3,2,4,3,2,1,1,5,3,1,1,2,3,System Building,Practical,Exploring Options,Software Engineer
U03733,1,1,3,3,2,3,3,2,2,1,4,2,1,2,1,4,System Building,Project-Based,Exploring Options,Software Engineer
U03734,3,2,5,3,3,2,4,1,2,2,4,3,4,2,1,3,System Building,Practical,Build Software,Software Engineer
U03735,3,3,5,2,3,5,3,1,2,1,5,3,3,2,1,5,System Building,Project-Based,Build Software,Software Engineer
U03736,1,1,5,3,3,2,3,1,1,2,5,2,3,2,1,4,System Building,Project-Based,Exploring Options,Software Engineer
U03737,2,3,4,3,1,3,4,3,1,2,5,3,1,2,3,4,System Building,Practical,Exploring Options,Software Engineer
U03738,3,2,3,3,4,3,3,2,2,2,4,3,1,3,1,4,System Building,Practical,Build Software,Software Engineer
U03739,4,2,5,4,2,1,3,3,2,2,4,1,2,3,1,5,System Building,Practical,Build Software,Software Engineer
U03740,1,3,5,2,1,2,3,3,1,1,5,2,4,1,2,5,System Building,Practical,Exploring Options,Software Engineer
U03741,1,3,4,1,2,3,4,1,1,1,5,2,3,2,1,4,System Building,Practical,Build Software,Software Engineer
U03742,2,1,5,4,3,4,4,3,1,2,4,3,2,3,1,4,System Building,Practical,Exploring Options,Software Engineer
U03743,3,3,5,3,1,2,3,1,1,2,4,4,1,2,2,4,System Building,Project-Based,Exploring Options,Software Engineer
U03744,3,3,4,3,2,3,4,2,2,2,4,3,3,2,1,3,System Building,Practical,Build Software,Software Engineer
U03745,2,1,5,4,2,2,3,3,1,1,4,3,1,3,2,3,System Building,Project-Based,Exploring Options,Software Engineer
U03746,2,2,4,3,3,2,4,1,1,1,5,3,2,1,1,5,System Building,Project-Based,Build Software,Software Engineer
U03747,3,1,5,3,2,2,3,1,1,1,4,3,4,2,2,2,System Building,Practical,Build Software,Software Engineer
U03748,1,1,4,2,1,2,3,4,3,3,4,2,3,3,2,3,System Building,Project-Based,Exploring Options,Software Engineer
U03749,3,2,3,2,2,3,3,1,1,2,4,3,3,1,2,4,System Building,Practical,Exploring Options,Software Engineer
U03750,3,3,5,3,2,4,4,1,1,1,4,3,1,3,2,3,System Building,Practical,Exploring Options,Software Engineer
U03751,1,3,5,4,2,3,4,3,1,1,5,4,2,2,1,3,System Building,Project-Based,Exploring Options,Software Engineer
U03752,1,3,4,4,2,4,4,1,1,1,5,2,4,1,1,5,System Building,Practical,Exploring Options,Software Engineer
U03753,1,2,5,4,2,4,4,1,2,2,5,3,1,2,1,4,System Building,Project-Based,Exploring Options,Software Engineer
U03754,1,1,4,3,3,3,3,3,1,2,4,4,1,3,2,4,System Building,Project-Based,Build Software,Software Engineer
U03755,2,2,5,1,2,2,4,2,2,1,5,4,3,3,2,3,System Building,Project-Based,Build Software,Software Engineer
U03756,3,3,4,2,2,3,4,1,2,2,4,2,4,1,1,3,System Building,Project-Based,Exploring Options,Software Engineer
U03757,1,3,4,2,2,2,3,3,1,1,4,1,2,2,1,4,System Building,Practical,Exploring Options,Software Engineer
U03758,1,1,4,3,3,2,3,1,1,2,4,2,2,2,2,2,System Building,Project-Based,Exploring Options,Software Engineer
U03759,1,3,4,3,1,4,3,1,1,2,4,3,1,1,1,5,System Building,Project-Based,Exploring Options,Software Engineer
U03760,3,1,4,4,3,4,3,3,1,1,4,2,3,1,1,4,System Building,Practical,Exploring Options,Software Engineer
U03761,3,1,5,4,3,1,3,2,2,1,4,3,3,1,1,3,System Building,Practical,Exploring Options,Software Engineer
U03762,2,1,5,3,3,2,4,3,2,2,5,1,2,3,2,5,System Building,Practical,Exploring Options,Software Engineer
U03763,3,2,5,3,3,4,4,2,1,1,4,3,1,1,2,5,System Building,Practical,Build Software,Software Engineer
U03764,1,2,5,1,2,3,4,1,2,2,4,3,2,1,2,4,System Building,Practical,Build Software,Software Engineer
U03765,3,1,5,2,2,4,3,2,1,3,5,2,3,1,1,4,System Building,Practical,Exploring Options,Software Engineer
U03766,2,4,4,3,3,3,3,1,2,2,5,3,3,1,2,4,System Building,Practical,Exploring Options,Software Engineer
U03767,3,3,5,4,3,2,3,2,3,1,5,4,2,3,1,3,System Building,Project-Based,Build Software,Software Engineer
U03768,3,1,4,3,2,4,3,3,1,1,4,3,1,3,1,3,System Building,Practical,Exploring Options,Software Engineer
U03769,1,2,3,4,2,4,4,3,2,1,3,3,1,3,1,4,System Building,Project-Based,Exploring Options,Software Engineer
U03770,2,1,3,3,2,2,4,1,2,1,3,4,3,1,1,4,System Building,Project-Based,Exploring Options,Software Engineer
U03771,3,3,5,3,2,3,4,3,2,2,5,3,1,1,1,3,System Building,Practical,Build Software,Software Engineer
U03772,3,1,4,2,3,4,3,3,2,3,5,3,2,3,2,3,System Building,Project-Based,Exploring Options,Software Engineer
U03773,1,2,4,4,2,2,3,3,2,1,4,2,2,3,1,5,System Building,Practical,Build Software,Software Engineer
U03774,3,1,5,4,1,3,4,2,1,2,5,3,2,1,1,2,System Building,Project-Based,Exploring Options,Software Engineer
U03775,1,2,3,3,2,4,3,3,1,2,4,3,2,2,2,5,System Building,Project-Based,Exploring Options,Software Engineer
U03776,3,3,5,3,2,4,4,3,1,1,5,3,1,3,1,5,System Building,Practical,Build Software,Software Engineer
U03777,2,3,4,4,3,4,4,2,2,2,4,4,2,1,2,5,System Building,Practical,Exploring Options,Software Engineer
U03778,2,3,4,4,1,4,4,3,1,2,5,3,3,1,2,3,System Building,Practical,Exploring Options,Software Engineer
U03779,1,3,5,4,2,3,4,2,1,2,4,4,2,2,2,3,System Building,Practical,Build Software,Software Engineer
U03780,2,3,4,3,2,3,3,2,1,2,3,2,2,3,1,4,System Building,Project-Based,Build Software,Software Engineer
U03781,2,1,5,2,1,4,4,2,1,1,5,3,3,3,2,2,System Building,Practical,Exploring Options,Software Engineer
U03782,2,1,5,2,3,3,3,3,1,2,4,4,3,1,2,4,System Building,Practical,Build Software,Software Engineer
U03783,2,2,4,2,3,2,4,2,1,1,5,3,4,1,2,3,System Building,Project-Based,Build Software,Software Engineer
U03784,1,3,4,3,1,2,3,1,1,1,5,3,1,2,1,3,System Building,Project-Based,Exploring Options,Software Engineer
U03785,3,2,5,3,2,3,5,2,1,2,3,4,2,2,2,4,System Building,Project-Based,Exploring Options,Software Engineer
U03786,3,2,4,2,3,2,3,1,1,2,5,5,3,2,1,3,System Building,Project-Based,Build Software,Software Engineer
U03787,2,4,5,2,3,4,4,3,1,1,5,3,3,1,3,3,System Building,Project-Based,Exploring Options,Software Engineer
U03788,2,3,5,1,3,2,4,2,2,2,4,2,3,2,1,4,System Building,Practical,Exploring Options,Software Engineer
U03789,1,2,5,4,2,3,2,1,3,2,5,3,3,2,1,3,System Building,Practical,Build Software,Software Engineer
U03790,1,3,5,2,3,5,3,3,2,1,4,3,1,2,2,4,System Building,Practical,Build Software,Software Engineer
U03791,1,3,4,2,3,4,4,2,1,1,4,3,1,2,2,4,System Building,Project-Based,Exploring Options,Software Engineer
U03792,3,3,4,4,2,4,3,1,2,2,4,3,2,3,1,3,System Building,Project-Based,Exploring Options,Software Engineer
U03793,1,1,5,2,2,3,3,2,2,2,4,4,1,3,1,5,System Building,Project-Based,Build Software,Software Engineer
U03794,3,3,5,4,2,2,2,1,2,1,5,3,1,4,1,3,System Building,Practical,Build Software,Software Engineer
